Course Code,Course Title,Historical Consciousness,Aesthetic Exploration,Philosophical Inquiry and Life’s Meanings,Social Inquiry II,Social Inquiry I,Scientific Inquiry II,Scientific Inquiry I,Quantitative Reasoning II,Quantitative Reasoning I,Ethical Reasoning,Global Citizenship and Intercultural Literacy,The Individual in Community,Digital/Multimedia Expression,Oral and/or Signed Communication,Writing-Intensive Course,"Writing, Research, and Inquiry",First-Year Writing Seminar,Creativity / Innovation,Teamwork / Collaboration,Research and Information Literacy,Critical Thinking
CGS SS 320,Identity Politics in the United States,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
COM CM 370E,MULTCULTRL WRLD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
COM CM 413E,ADV/PR ENGLAND,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
COM CM 447E,INTER BRAND MAN,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COM CM 521E,International Marketing Communications and Public Relations,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COM CO 101,The World of Communication: The Human Storyteller,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COM CO 101S,The World of Communication,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HUB SA 310E,KYOTO ELCTV 10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HUB SJ 102,Social & Racial Justice: Advocacy and Action,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
KHC AN 102,"The Lives of Others: The Power, Politics, and Ethics of Storytelling",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
KHC AN 105,Conflict: The Human Condition,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
KHC BI 104,Conflict and Cooperation,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHC HI 105,The Zapatista Rebellion,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
KHC LW 104,"Citizenship, Immigration, and the Constitution",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
KHC NE 102,"Reading, Language, and the Brain",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KHC PH 103,Seeing Poverty,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
KHC PH 104,Planning to Fix Health Problems,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QST BE 101,Introductory Microeconomics for Business and Strategy,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
QST SI 250,Ideas to Impact,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
QST SI 250S,Ideas to Impact,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SAR HS 425,Healthcare Policy and Practice in Ireland,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAR HS 425E,HLTH POL IRLAND,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAR SH 415,Senior Seminar: Internship,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAR SH 642,Senior Seminar,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WED CE 306,Introduction to Human Development,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WED DE 340,"Dynamics of Diversity, Oppression, and Social Justice within Deaf Communities",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
WED DE 640,"Dynamics of Diversity, Oppression, and Social Justice within Deaf Communities",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
WED DS 502,Introduction to Adolescent Development,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WED DS 502S,Introduction to Adolescent Development,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WED EC 305,Child Development and Early Childhood Education,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WED HD 211,Student Motivation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WED HD 300,Educational Psychology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WED HD 306,Introduction to Human Development,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WED HD 327,Asian American Psychology,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WED HD 330,Psychology of Race,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WED HD 354,Challenging Educational Inequity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WED HD 385,Psychological Trauma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WED LS 560,Introduction to Language and Language Acquisition,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WED LS 560E,Language and Acquisition,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WED LS 560S,Introduction to Language and Language Acquisition,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WED YJ 360,Positive Youth Development,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAS AN 330,From Conception to Death: The Evolution of Human Life History,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 333,Human Population Genetics,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 335,The Ape Within: Great Apes and the Evolution of Human Behavior,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 335S,The Ape Within,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 336,Primate Evolutionary Ecology,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CAS AN 519,Theory and Method in Environmental Archaeology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 555,Evolutionary Medicine,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CAS AN 556,The Evolution of the Human Diet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS AN 556S,The Evolution of the Human Diet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS AN 559,Evolutionary Endocrinology,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CAS AN 588,Project Design and Statistics in Biological Anthropology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 595,Methods in Biological Anthropology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 730,From Conception to Death: The Evolution of Human Life History,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 733,Human Population Genetics,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 736,Primate Evolutionary Ecology,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CAS AR 307,Archaeological Science,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
CAS AR 520,Theory and Method in Environmental Archaeology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AS 203,Principles of Astronomy 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS AS 311,Planetary Physics,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CAS AS 312,Stellar and Galactic Astrophysics,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS BI 108,Biology 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS BI 108S,Biology 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS BI 116,Biology 2 with Integrated Science Experience 1 Lab,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
CAS BI 211,Human Physiology,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAS BI 211S,Human Physiology,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAS BI 218,Cell Biology with Integrated Science Experience II Lab,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
CAS BI 303,Evolutionary Ecology,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS BI 306,Biology of Global Change,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CAS BI 311,General Microbiology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CAS BI 311S,General Microbiology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CAS BI 315,Systems Physiology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAS BI 315S,Systems Physiology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAS BI 325,Principles of Neuroscience,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 325S,Principles of Neuroscience,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 328,Cell Biology and Translational Medicine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS BI 333,Human Population Genetics,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS BI 336,Primate Behavioral Ecology,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CAS BI 481,Molecular Biology of the Neuron,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS BI 500,Shark Biology & Conservation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS BI 519,Theoretical Evolutionary Ecology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 520,Sensory Neurobiology,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAS BI 530,Forest Ecology,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS BI 542,Neuroethology,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS BI 556,Drug Discovery in Neuroscience,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS BI 556S,Drug Discovery in Neuroscience,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS BI 561,Proteostasis in the Biology of Neurodegenerative Diseases,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
CAS BI 566,DNA Dynamics in Disease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAS BI 588,Project Design and Statistics in Biological Anthropology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS BI 589,Neural Impacts on Tumorigenesis,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS BI 681,Molecular Biology of the Neuron,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS CC 212,"Core Natural Science II: Science, Reality, and the Modern World",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CH 110,Advanced General Chemistry with Quantitative Analysis Lab 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CH 112,Intensive General Chemistry with Quantitative Analysis Lab 2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAS CH 172,Principles of Organic and Biochemistry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 174,Principles of Organic Chemistry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 182,Intensive General and Quantitative Analytical Chemistry 2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAS CH 212,Intensive Organic Chemistry 2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
CAS CH 214,Organic Chemistry with Qualitative Analysis,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS CH 214S,Organic Chemistry with Qualitative Analysis,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS CH 220,Organic Chemistry Laboratory with Qualitative Analysis,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS CH 220S,Organic Chemistry Laboratory with Qualitative Analysis,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS CH 232,Inorganic Chemistry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS CH 354,Physical Chemistry Laboratory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS CS 583,Audio Computation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS CS 583S,AUDIO COMP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS EC 221,Intermediate Microeconomic Theory,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS EE 300,Earth's Rocky Materials,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 302,Remote Sensing of Environment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CAS EE 302S,Remote Sensing of Environment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CAS EE 360,Introduction to Physical Oceanography,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 365,An Introduction to Geographic Information Systems (GIS),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 394,Environmental History of Africa,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS EE 395,Sustainability Science: Earth House Practicum 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 483,Environmental and Geophysical Fluid Dynamics,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS EE 511,Introduction to the Atmospheric Boundary Layer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS EE 520,Theory and Method in Environmental Archaeology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS EE 530,Forest Ecology,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS EE 540,Atmospheric Chemistry and Global Change,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 683,Environmental and Geophysical Fluid Dynamics,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 351,Environmental History of Africa,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS LX 301,Phonetics & Phonology: Introduction to Sound Systems,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS LX 601,Phonetics & Phonology: Introduction to Sound Systems,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 124,Calculus II,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 124S,Calculus II,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MR 501,Marine Semester Co-Requisite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
CAS NE 102,Introduction to Cellular and Molecular Biology,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
CAS NE 116,Introduction to Cell and Molecular Biology with Integrated Science Experience 1 Lab,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CAS NE 481,Molecular Biology of the Neuron,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS NE 520,Sensory Neurobiology,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAS NE 542,Neuroethology,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS NE 556,Drug Discovery in Neuroscience,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS NE 556S,Drug Discovery in Neuroscience,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS NE 561,Proteostasis in the Biology of Neurodegenerative Diseases,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
CAS NE 589,Neural Impacts on Tumorigenesis,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS PS 211,Introduction to Experimental Design,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS PS 211S,Introduction to Experimental Design,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS PY 106,Physics 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 106S,Physics 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 212,General Physics 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS PY 212S,General Physics 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS PY 252,Principles of Physics 2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS PY 313,Waves and Modern Physics,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 313E,Waves and Modern Physics,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 313S,ELEM MODERN PHY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CGS NS 202,Human Ecology/Global Ecology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KHC PY 104,Energy and Society,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAR HS 201,Introduction to Nutrition,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAR HS 201S,Introduction to Nutrition,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAR HS 251,Human Nutrition Science,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAR HS 251S,Human Nutrition Science,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAR HS 300,Epidemiology 1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAR HS 300S,Epidemiology 1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAR HS 342,Exercise Physiology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SAR HS 342S,Exercise Physiology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SAR SH 335,Neurobiology of Language,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SAR SH 501,Neurobiology of Language,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CAS AN 233,The Evolutionary Biology of Human Variation,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS AN 235,Introduction to the Primate Senses,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CAS AN 272,Introduction to Evolutionary Medicine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AN 550,Human Osteology,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS AN 552,Primate Evolution and Anatomy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS AR 507,Low Impact Field Methods in Archaeology,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AR 550,Human Osteology,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AS 100,Cosmic Controversies,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CAS AS 101,The Solar System,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS AS 101S,The Solar System,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS AS 102,The Astronomical Universe,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS AS 102S,The Astronomical Universe,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS AS 105,Alien Worlds,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS AS 107,Life Beyond Earth: A Consideration of Extraterrestrial Civilizations,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS AS 109,Cosmology,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS AS 202,Principles of Astronomy 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 105,Introductory Biology for Health Sciences,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS BI 107,Biology 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
CAS BI 107S,Biology 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
CAS BI 114,Human Infectious Diseases,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 114S,Human Infectious Diseases,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 126,Human Genetics,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS BI 203,Cell Biology,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 203E,Cell Biology,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 203S,Cell Biology,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 210,Human Anatomy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS BI 210S,Human Anatomy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS BI 213,Intensive Cell Biology,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS BI 230,Behavioral Endocrinology,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CAS BI 260,Marine Biology,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAS BI 260S,Marine Biology,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAS BI 310,"Human Structure & Function: Anatomy, Histology and Pathology",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS CC 111,"Core Natural Sciences I: Origins- The Cosmos, Earth, Life, and Human Beginnings",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CAS CH 101,General Chemistry 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 101S,General Chemistry 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 102,General Chemistry 2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 102S,General Chemistry 2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 109,Advanced General Chemistry with Quantitative Analysis Lab 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS CH 111,Intensive General Chemistry with Quantitative Analysis Lab 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAS CH 116,General Chemistry 2 with Integrated Science Experience 1 Lab,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAS CH 131,General Chemistry for the Engineering Sciences,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 131S,General Chemistry for the Engineering Sciences,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 171,Principles of General Chemistry,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 171S,Principles of General Chemistry,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 181,Intensive General and Physical Chemistry 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAS CH 203,Organic Chemistry 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 203S,Organic Chemistry 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 204,Organic Chemistry 2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 204S,Organic Chemistry 2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 211,Intensive Organic Chemistry 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAS CH 218,Organic Chemistry 1 with Integrated Science Experience II Lab,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
CAS EE 101,Natural Environments: The Atmosphere,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 101S,Natural Environments,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 105,Crises of Planet Earth,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS EE 105S,Crises of Planet Earth,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS EE 107,Introduction to Climate and Earth System Science,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS EE 107S,Introduction to Climate and Earth System Science,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS EE 142,Introduction to Beach and Shoreline Processes,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS EE 144,Introduction to Oceanography,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
